ID,item_cnt_month
0,0.87706184
1,0.0
2,1.2970953
3,0.5686272
4,0.0
5,0.8321743
6,1.1179104
7,0.20021442
8,0.98718023
9,0.0
10,3.1233516
11,0.5417682
12,0.12423295
13,0.6043386
14,2.2660756
15,3.134568
16,0.0
17,0.1539155
18,1.6336734
19,0.17904061
20,0.5632144
21,0.0
22,1.5681796
23,0.67019224
24,1.6136141
25,0.0
26,0.0
27,0.64404714
28,1.3210012
29,5.317759
30,0.8898321
31,0.0
32,0.9400718
33,1.204424
34,0.034282982
35,0.07045421
36,0.06353238
37,1.060533
38,0.17580315
39,0.14552376
40,1.0073352
41,1.5882154
42,5.0517097
43,4.8028975
44,1.1776068
45,0.0
46,0.9927225
47,0.5924645
48,0.8368305
49,1.3150413
50,1.6797844
51,0.6125384
52,0.43169653
53,0.38602725
54,4.5204234
55,3.3661675
56,3.7498882
57,3.3261251
58,4.9316115
59,2.291284
60,4.1668096
61,0.41749159
62,0.21767148
63,0.47500753
64,0.0
65,0.0
66,0.8504188
67,0.016235441
68,0.78296167
69,0.058893234
70,0.0
71,2.4606717
72,0.19208944
73,1.4056649
74,0.0
75,0.0
76,0.2916249
77,0.0
78,0.6892433
79,1.0880172
80,1.3708363
81,3.6429675
82,1.3895164
83,0.422063
84,1.0680735
85,1.0260677
86,0.7122879
87,0.017494828
88,3.2887602
89,1.2637906
90,0.7061284
91,0.4033761
92,2.0841737
93,0.14577922
94,0.59871805
95,0.0044002533
96,0.053219765
97,0.5427305
98,0.79592746
99,1.9027294
100,0.6464852
101,1.3462355
102,0.35277092
103,1.2591921
104,0.14688832
105,0.0
106,0.0
107,0.97043276
108,0.15043598
109,0.0
110,0.35233265
111,0.0
112,0.0
113,0.0
114,0.13329422
115,0.41058517
116,0.0
117,0.14364019
118,9.005602
119,0.11924648
120,0.07913643
121,0.14977649
122,0.44755277
123,0.48411775
124,0.55514157
125,1.2084163
126,0.0
127,0.093809634
128,0.0
129,0.19472119
130,0.6243
131,0.0
132,1.4791008
133,4.7774277
134,0.06303802
135,1.4724216
136,0.7179045
137,0.0
138,1.5310831
139,0.0
140,0.28434074
141,0.32183814
142,0.13492268
143,0.3394948
144,0.0
145,0.0
146,0.0
147,0.09536767
148,0.0
149,0.0
150,0.052051723
151,0.0
152,4.0265603
153,0.2093654
154,0.0
155,0.18715641
156,0.2653675
157,0.24831778
158,0.08862105
159,0.17481825
160,0.0
161,0.19521382
162,0.0
163,0.90340614
164,0.43446344
165,0.09578678
166,0.32356638
167,0.032654822
168,0.0
169,0.12974685
170,0.15360436
171,0.61168164
172,0.1837137
173,2.215477
174,1.8952813
175,1.5377291
176,1.4142282
177,0.0
178,0.19460148
179,0.11027992
180,1.7747178
181,0.11194688
182,0.0
183,0.20472378
184,0.08683449
185,0.0
186,0.12145764
187,0.17785111
188,0.0
189,0.0
190,0.0
191,0.6999737
192,0.78863424
193,0.12704998
194,0.16527814
195,0.13119131
196,0.8148839
197,3.382412
198,1.596303
199,0.0
200,0.0
201,0.0
202,0.15515456
203,1.3976448
204,0.20447269
205,0.0
206,0.0
207,0.03594318
208,1.6254207
209,0.45769608
210,0.21761149
211,0.124090284
212,0.053307742
213,0.22227854
214,0.07382715
215,0.05958906
216,0.34541333
217,0.07037154
218,1.7662475
219,0.39065617
220,0.25880462
221,0.0
222,0.0
223,0.8389002
224,3.001274
225,0.41992617
226,0.6522533
227,0.0
228,0.15407315
229,0.0
230,0.0
231,0.6376507
232,0.0
233,0.10528481
234,0.0
235,0.119905144
236,0.57151
237,0.6614217
238,0.38464415
239,0.26078266
240,0.30365783
241,0.07960814
242,0.0
243,0.0
244,0.0
245,0.26677057
246,1.9100819
247,0.5977677
248,0.50703096
249,0.037908316
250,0.81203943
251,0.26305562
252,0.4783745
253,1.3848958
254,0.4959391
255,4.0875382
256,0.0
257,0.2593892
258,0.4864425
259,0.1450853
260,0.0038816035
261,0.10584062
262,0.21667436
263,0.0
264,0.11077207
265,0.7286148
266,0.0
267,0.15278253
268,0.27010062
269,0.2205253
270,2.2081776
271,0.12691244
272,0.10734901
273,0.8236321
274,15.0
275,0.0
276,0.2057921
277,1.2330132
278,0.40615523
279,0.63089556
280,0.26879573
281,0.19084558
282,0.14758688
283,0.4789292
284,0.52587277
285,0.2349377
286,0.0
287,0.9771799
288,0.17746207
289,0.19644085
290,0.0
291,0.115269214
292,0.47325596
293,0.16949126
294,0.86753035
295,1.3355535
296,0.55472803
297,0.36717898
298,0.0
299,0.0
300,0.12496048
301,0.71235913
302,1.1431034
303,0.5457812
304,0.06894693
305,0.030780017
306,0.26487464
307,0.1613594
308,0.14968097
309,0.0
310,0.0
311,0.35987645
312,0.43162903
313,0.25902927
314,0.0
315,0.8105472
316,0.31326598
317,2.1923766
318,0.073897064
319,0.17060179
320,0.0
321,0.03581685
322,0.76165086
323,0.14168867
324,0.60811573
325,0.67476207
326,0.17415935
327,0.0
328,0.0
329,0.21706745
330,0.0
331,0.0
332,0.077172965
333,0.22957176
334,0.46678704
335,0.20446983
336,0.41184363
337,0.5663702
338,0.20221391
339,0.7279047
340,0.11747864
341,0.0938229
342,0.0
343,0.6517479
344,0.15705848
345,0.06109059
346,4.573278
347,3.0977223
348,0.09559813
349,0.4153546
350,0.0
351,0.43091893
352,0.0
353,0.19879681
354,0.0
355,0.0
356,0.6256887
357,1.216357
358,0.34711766
359,0.6311289
360,0.625865
361,4.4712396
362,0.8197105
363,1.534149
364,0.7806574
365,0.4705594
366,0.0
367,0.0
368,0.0
369,0.46392357
370,0.0
371,1.4337823
372,1.0991104
373,0.0
374,2.2542486
375,2.427169
376,0.7960286
377,0.2485252
378,0.4583677
379,0.0
380,3.181742
381,0.41059166
382,0.3634331
383,0.0
384,1.4733934
385,0.27452412
386,0.3958866
387,0.0
388,0.14692724
389,0.04972461
390,0.0
391,0.4845356
392,0.08391294
393,0.5502613
394,0.0
395,0.0
396,2.329174
397,0.987601
398,0.0
399,0.34945792
400,0.0
401,0.3072211
402,2.210093
403,2.5861168
404,1.1479138
405,0.12503812
406,0.30986425
407,0.005040139
408,0.20544362
409,0.0
410,0.0
411,1.8184553
412,0.3652793
413,0.45470124
414,0.0
415,4.6138625
416,0.0
417,0.0
418,0.0
419,0.0
420,0.45306042
421,2.162785
422,0.32806244
423,0.50076354
424,0.19918841
425,0.22931314
426,0.0
427,0.0
428,0.9667822
429,0.19844207
430,1.143475
431,0.5053808
432,0.03302118
433,0.0
434,0.09004268
435,1.6111535
436,0.06521115
437,0.86624765
438,0.41457552
439,0.3590895
440,0.17408076
441,0.18729728
442,0.42242014
443,0.13530988
444,0.355703
445,0.43926778
446,0.24749404
447,0.2093707
448,0.19529614
449,0.38103876
450,0.15793127
451,0.17490101
452,0.24027342
453,0.19207728
454,0.49023846
455,0.15209347
456,0.38860685
457,0.0
458,0.9406633
459,1.0772314
460,15.0
461,0.7960588
462,0.44516665
463,0.28455126
464,0.57048786
465,0.0
466,0.0
467,0.0
468,0.0
469,0.21179122
470,0.60407233
471,0.28364867
472,0.050702393
473,0.0
474,0.6257059
475,0.6078446
476,0.0
477,0.117078155
478,0.018031448
479,0.0
480,0.0
481,0.0
482,0.16912904
483,0.2717576
484,0.8660046
485,0.56264347
486,0.77283245
487,0.42414173
488,0.0
489,2.704533
490,0.37937176
491,0.0
492,0.7162058
493,0.0
494,0.20065689
495,0.104471385
496,0.117522955
497,0.0
498,3.662851
499,0.0
500,0.0
501,0.5159232
502,0.4163752
503,0.0
504,1.2448881
505,1.1827245
506,1.1906488
507,0.113527685
508,0.9815706
509,0.32910383
510,0.19758072
511,0.113616765
512,0.15068987
513,0.0
514,0.021791518
515,0.0
516,0.15297884
517,0.6199082
518,1.0750763
519,0.68192905
520,0.82772094
521,0.3118376
522,1.2234963
523,1.3342642
524,0.1558412
525,1.0871165
526,0.20997521
527,0.14256996
528,0.006740302
529,0.029747456
530,0.0
531,0.47873846
532,0.12351149
533,0.121346176
534,0.0
535,0.060132712
536,0.0
537,0.15144908
538,0.18884864
539,0.20754975
540,0.9424968
541,0.0
542,0.10788438
543,0.22048071
544,0.06683567
545,0.0
546,0.1861794
547,0.13529906
548,0.12498516
549,0.1646424
550,0.0
551,0.4598911
552,0.9234465
553,0.24215809
554,0.07339284
555,0.333547
556,0.1589235
557,0.36276785
558,0.0
559,0.32918665
560,0.13422188
561,1.2471423
562,0.1210925
563,0.0
564,0.0
565,0.14813793
566,0.13251632
567,0.0
568,0.47959423
569,0.20677567
570,0.0
571,0.0
572,1.0600172
573,0.1890791
574,0.0
575,0.0
576,0.29521602
577,0.0
578,0.0
579,0.22609532
580,0.0
581,0.0
582,0.0
583,0.0
584,0.62103856
585,0.13485327
586,0.0
587,1.1283178
