ID,item_cnt_month
0,0.5770624
1,0.0
2,1.0266151
3,0.32228017
4,0.0
5,0.7071835
6,1.0317724
7,0.15392295
8,0.75232846
9,0.0
10,2.75641
11,0.31005585
12,0.11358145
13,0.44429585
14,1.7954489
15,1.9140676
16,0.0
17,0.13580278
18,1.2078972
19,0.16690996
20,0.45904633
21,0.0
22,1.3571458
23,0.61484516
24,1.307576
25,0.0
26,0.0
27,0.5008022
28,0.9622249
29,4.510589
30,0.6136559
31,0.0
32,0.6748334
33,0.826517
34,0.04125288
35,0.040620983
36,0.034014016
37,0.7638708
38,0.1422821
39,0.093985945
40,0.7010483
41,1.2632865
42,7.0853386
43,4.368592
44,1.0901484
45,0.0
46,0.6744837
47,0.29069108
48,0.6546637
49,0.68837476
50,1.0830293
51,0.49206066
52,0.41369575
53,0.1476624
54,3.5846207
55,2.4955783
56,2.7619288
57,2.5696595
58,3.2918956
59,2.791835
60,3.997165
61,0.33389315
62,0.14887273
63,0.26508316
64,0.0
65,0.0
66,0.4579756
67,0.012948185
68,0.65345764
69,0.022912592
70,0.0
71,2.219121
72,0.17849669
73,1.1970556
74,0.0
75,0.0
76,0.29078895
77,0.0
78,0.5675925
79,0.7911985
80,1.3319705
81,2.7503142
82,1.2111735
83,0.29068494
84,0.74383736
85,1.0047882
86,0.55402243
87,0.013262838
88,2.9267266
89,1.1432961
90,0.4959542
91,0.25492322
92,1.5454557
93,0.07671946
94,0.44768995
95,0.0012195408
96,0.04812005
97,0.33947295
98,0.740022
99,1.4173477
100,0.84790087
101,1.3919859
102,0.28539166
103,0.8465072
104,0.09306812
105,0.0
106,0.0
107,0.6698998
108,0.12447095
109,0.0
110,0.27487597
111,0.0
112,0.0
113,0.0
114,0.086407304
115,0.26530367
116,0.0
117,0.120759875
118,9.400394
119,0.09515655
120,0.067881405
121,0.118513435
122,0.34278843
123,0.379162
124,0.36202282
125,0.98782384
126,0.0
127,0.08813614
128,0.0
129,0.21976766
130,0.4923582
131,0.0
132,1.3725989
133,4.5665755
134,0.051363647
135,0.90424967
136,0.5005762
137,0.0
138,1.1895733
139,0.0
140,0.28072143
141,0.35336983
142,0.10475424
143,0.40048277
144,0.0
145,0.0
146,0.0
147,0.06468874
148,0.0
149,0.0
150,0.12329906
151,0.0
152,4.511381
153,0.25809735
154,0.0
155,0.13446432
156,0.26634052
157,0.15102464
158,0.08665237
159,0.17755404
160,0.0
161,0.18329239
162,0.0
163,0.7412282
164,0.39981425
165,0.07215589
166,0.3195415
167,0.024498403
168,0.0
169,0.122556776
170,0.15231341
171,0.5757908
172,0.08932099
173,1.5774561
174,1.2997081
175,1.2423218
176,1.2841239
177,0.0
178,0.20407748
179,0.115011275
180,1.530233
181,0.10658252
182,0.0
183,0.17107797
184,0.07557577
185,0.0
186,0.107521534
187,0.1409286
188,0.0
189,0.0
190,0.0
191,0.6511092
192,0.69169694
193,0.10360798
194,0.17737338
195,0.10717809
196,0.47492447
197,2.8552587
198,1.1265475
199,0.0
200,0.0
201,0.0
202,0.12550047
203,1.3404369
204,0.1563206
205,0.0
206,0.0
207,0.027845532
208,1.1534647
209,0.43986827
210,0.188281
211,0.09148723
212,0.019157827
213,0.20927379
214,0.042597562
215,0.13558814
216,0.3301233
217,0.06278348
218,1.643248
219,0.22930148
220,0.24448898
221,0.0
222,0.0
223,0.49539378
224,2.5229416
225,0.32883027
226,0.40377235
227,0.0
228,0.14590687
229,0.0
230,0.0
231,0.5301044
232,0.0
233,0.094800234
234,0.0
235,0.08980498
236,0.40397063
237,0.545585
238,0.29973513
239,0.23225129
240,0.3808219
241,0.060409963
242,0.0
243,0.0
244,0.0
245,0.25675547
246,1.4076346
247,0.41298127
248,0.3458866
249,0.03185785
250,0.47067502
251,0.21453813
252,0.22924465
253,1.5390217
254,0.3670694
255,4.349057
256,0.0
257,0.23093745
258,0.45603538
259,0.11542523
260,0.0010169446
261,0.08813614
262,0.19756433
263,0.0
264,0.09306812
265,0.4764686
266,0.0
267,0.2956673
268,0.24400875
269,0.30796337
270,1.5289931
271,0.13011196
272,0.122982174
273,0.8264904
274,18.861532
275,0.0
276,0.14847475
277,1.1525779
278,0.3092823
279,0.4245911
280,0.19076636
281,0.1370877
282,0.12158769
283,0.5818613
284,0.3809392
285,0.16944817
286,0.0
287,0.7987149
288,0.1301336
289,0.17524254
290,0.0
291,0.106889635
292,0.33049873
293,0.10679355
294,0.46679357
295,1.0674798
296,0.38380894
297,0.25299022
298,0.0
299,0.0
300,0.106889635
301,0.48743856
302,0.7498444
303,0.4913104
304,0.06477231
305,0.030331373
306,0.22034943
307,0.16814578
308,0.12960115
309,0.0
310,0.0
311,0.5047206
312,0.58630836
313,0.2674982
314,0.0
315,0.49953997
316,0.19900742
317,2.6520162
318,0.05540654
319,0.14549267
320,0.0
321,0.027344912
322,0.8911661
323,0.12734234
324,0.6099306
325,0.64770997
326,0.16344014
327,0.0
328,0.0
329,0.1721763
330,0.0
331,0.0
332,0.06270623
333,0.22038448
334,0.59188646
335,0.20384338
336,0.3130617
337,0.5073371
338,0.17577434
339,0.57178056
340,0.086922884
341,0.080896616
342,0.0
343,0.65088654
344,0.13064316
345,0.045983672
346,3.8936133
347,2.7512903
348,0.07571173
349,0.40427527
350,0.0
351,0.47355044
352,0.0
353,0.21279067
354,0.0
355,0.0
356,0.44112548
357,0.88091516
358,0.3298777
359,0.39780366
360,0.4566402
361,5.1831946
362,0.5329097
363,1.3084304
364,0.5527467
365,0.7082851
366,0.0
367,0.0
368,0.0
369,0.25141445
370,0.0
371,1.3036311
372,0.91654384
373,0.0
374,1.6706909
375,2.0291443
376,0.6211024
377,0.19697952
378,0.40099406
379,0.0
380,3.5500426
381,0.6034937
382,0.5164985
383,0.0
384,1.4955965
385,0.2511503
386,0.4649359
387,0.0
388,0.11153698
389,0.023914278
390,0.0
391,0.2869823
392,0.09442142
393,0.54377645
394,0.0
395,0.0
396,1.9183154
397,0.6491182
398,0.0
399,0.32702792
400,0.0
401,0.26796043
402,1.8349837
403,2.7474575
404,0.8925246
405,0.105410874
406,0.24526548
407,0.0018810928
408,0.1641258
409,0.0
410,0.0
411,1.1878414
412,0.22628966
413,0.31372312
414,0.0
415,4.0750237
416,0.0
417,0.0
418,0.0
419,0.0
420,0.40165925
421,1.8584561
422,0.2134858
423,0.57444656
424,0.11589095
425,0.16145039
426,0.0
427,0.0
428,0.7041347
429,0.23815769
430,0.7755642
431,0.42011908
432,0.031273663
433,0.0
434,0.051728487
435,0.7413326
436,0.026590228
437,0.69026697
438,0.4373558
439,0.407865
440,0.12976837
441,0.1979692
442,0.3892337
443,0.10610306
444,0.21577904
445,0.47694376
446,0.25379574
447,0.19655994
448,0.21850094
449,0.39534786
450,0.15866381
451,0.16257721
452,0.18074974
453,0.188079
454,0.3716352
455,0.12316188
456,0.2503354
457,0.0
458,0.88055086
459,0.79095864
460,20.0
461,0.9914143
462,0.39565894
463,0.36911
464,0.46844694
465,0.0
466,0.0
467,0.0
468,0.0
469,0.201365
470,0.35714033
471,0.2244325
472,0.057341546
473,0.0
474,0.5445393
475,0.7407351
476,0.0
477,0.14686921
